a,一個
lionel,萊昂內爾
rhymes,押韻
refining,精煉
confront,面對
drawers,抽屜
reclamation,開墾
ilug,伊魯格
commandments,誡
esc,電調
sto,STO
coyote,狼
vests,背心
breeder,增殖
watering,澆水
mot,莫特
chow,食物
cheng,程
lydia,莉迪亞
spoiler,劇情透露
avr,AVR
cookbooks,食譜
drunken,醉酒
lamborghini,蘭博基尼
dragonball,龍珠
ppt,。.ppt
barrow,古墓
stp,直通式處理
electrode,電極
valet,代客
baroque,巴羅克
pollen,花粉
jung,榮格
eliot,艾略特
polarized,極化
avis,阿維斯
shrubs,灌木
makeover,改頭換面
ari,阿裡
inmate,囚犯
transporting,運輸
cts,CTS
rifles,步槍
posture,姿勢
wrench,扳手
thanked,感謝
recommending,推薦
valleys,山谷
commencing,開始
rae,蕾
thereon,在其上
aria,詠歎調
blamed,指責
excise,切除
septic,化糞
abnormalities,異常
sharepoint,共享點
motorsport,賽車運動
mortar,臼
posterior,後面的
dirk,匕首
elgin,埃爾金
blogshares,博客分享
armada,艦隊
jihad,聖戰
poetic,詩意
declaring,聲明
qtr,季度
abit,阿比特
ffi,FFI
citroen,雪鐵龍
curricula,課程
collars,衣領
bas,巴斯
predicts,預測
arranging,安排
gz,。.gz
checkpoint,檢查站
jonah,約拿
configurable,配置
apology,道歉
raped,強姦
pudding,布丁
flawed,缺陷
discomfort,不適
wmd,大規模殺傷性武器
indictment,起訴
expedited,加快
scar,疤
rosenberg,羅森柏格
thrilled,高興
denon,天龍
amelia,阿米莉亞
andover,安多弗
pms,經前綜合症
plato,柏拉圖
cfs,糧安委
sloan,斯隆
palmone,帕爾蒙
dorm,宿舍
salzburg,薩爾茨堡
aspirations,願望
ultraviolet,紫外線的
pies,餡餅
tcm,中醫
prc,中華人民共和國
hates,討厭
possesses,具有
callaway,卡拉威
squared,平方
barnett,巴奈特
marquette,馬凱特
lakeside,湖邊
interconnection,互連
luckily,幸
taxis,的士
gilmore,吉爾摩
cookers,炊具
needless,不必要的
examiners,考官
rot,腐爛
heterogeneous,異質
fences,圍欄
ther,瑟
rutland,拉特蘭
gamefaqs,遊戲常見問題
palma,帕爾馬
iriver,伊里弗
excavation,發掘
transforms,變換
councillors,議員
hague,海牙
dislike,討厭
ammonia,氨
pneumonia,肺炎
identifiers,標識碼
migrate,遷移
carton,紙箱
mentors,導師
monastery,修道院
bovine,牛
tammy,苔
interruption,中斷
saws,鋸
expresses,表達
licensure,執照
systematically,系統
steiner,斯泰納
afc,亞足聯
tz,茨
lorraine,洛林
roxy,樂聲
ogden,奧格登
outlaw,宣告非法
erected,豎立
haitian,海地人
dialing,撥號
lighted,點燃
unicef,聯合國兒童基金會
madam,夫人
compelled,迫使
posix,波西斯
tease,逗
communal,公共
dcs,直流電
criticized,批評
tights,緊身衣
landlords,業主
aroma,香氣
cognition,認識
affirmed,肯定
motley,雜色
dynamite,炸藥
soybean,黃豆
pierced,刺穿
demi,黛米
libby,利比
hypertext,超文本
translates,翻譯
retractable,伸縮自如的
seite,賽特
cain,凱恩
mais,邁斯
electra,伊萊克特拉
emu,鴯鶓
imminent,迫在眉睫
brewers,釀酒
mci,三甲基矽
quickbooks,快速書籍
coco,可哥
delegated,委託
syn,合成
chatting,聊天
dwell,住
metropolis,都市
congrats,恭喜
awkward,尷尬
conforming,符合
townhouse,聯排別墅
pipelines,管道
punish,懲罰
srl,SRL
stormwater,雨水
tia,蒂亞
stringent,嚴格
assigning,分配
weaving,織
psychologists,心理學家
verona,維羅納
arafat,阿拉法特
diligence,勤奮
hacked,駭客攻擊
rudy,魯迪
rowan,洛恩
causal,原因的
fishermen,漁民
sgi,SGI
inaugural,就任的
msds,默沙數據通報
mystical,神秘
guardians,監護人
enforcing,執行
stair,樓梯
arterial,動脈
classy,優雅
standardization,標準化
triathlon,鐵人三項
injustice,不公
woodlands,林地
jaws,下巴
textured,紋理
slap,打
entropy,熵
thx,感謝
wai,韋
lookout,望風
dine,吃飯
splitter,分配器
manifesto,宣言
thiscategory,此類別
commanded,指揮
lakeland,萊克蘭
pedestal,基座
finn,芬蘭人
doppler,多普勒
ironing,熨燙
struggled,掙扎
kbytes,千位元組
acxiom,慈悲
importer,進口商
snooker,桌球
rotor,轉子
saline,鹽水
unleashed,釋放
sonny,桑尼
paw,爪子
pauline,波林
longevity,長壽
suppressed,抑制
quart,誇脫
nairobi,內羅畢
widening,擴大
cit,引用
xvi,十六
fungi,真菌
allegro,快板
phyllis,菲利斯
dissolution,解散
lux,勒克斯
botany,植物學
underwood,安德伍德
isabel,伊莎貝爾
sterile,無菌的
isl,國際廣播公司
amor,愛
materially,重大
theres,有
orioles,金鶯
bison,野牛
awakening,覺醒
autograph,簽名
backstage,後臺
prescribe,規定
qq,QQ
ttl,啪啪
greed,貪婪
dreamy,夢幻般
bengal,孟加拉
scrolls,捲軸
bmp,。.bmp
suvs,越野車
gasket,墊片
nominate,提名
sparkle,火花
bam,砰砰
fairies,仙女
migrating,遷移
lastly,最後
overcoming,克服
firearm,火器
wander,徘徊
elena,埃琳娜
kona,科納
refrain,副歌
closures,閉包
luc,盧克
lubbock,拉伯克
relieved,緩解
dss,DSS
participatory,參與
rheumatoid,類風濕
fostering,培養
birthplace,出生地
bundled,捆綁
intermittent,斷斷續續
vols,卷
budgetary,預算
pantie,潘蒂
spongebob,海綿寶寶
covert,秘密
fractional,分數
reverend,牧師
thence,那裡
micron,微米
bombers,轟炸機
transmitting,傳輸
pcos,多囊卵巢綜合征
ssk,鸚鵡
leah,利亞
bleed,流血
crater,火山口
bred,孕育
favored,青睞
markus,馬庫斯
swindon,斯文頓
ideological,意識形態的
wellbutrin,韋布特林
ante,安特
revolving,旋轉
slovenian,斯洛維尼亞文
neptune,海王星
doctorate,博士
understandable,可理解的
caucasian,高加索人
serie,意甲
inventions,發明
russians,俄羅斯
ancestor,祖先
osx,AS6
goblet,酒杯
canonical,規範
cabernet,赤
sek,瑞典克朗
practicable,可行
fronts,方面
dea,緝毒局
shea,乳油木
simone,西蒙
cores,核心
binaries,二進位檔
incur,招致
showdown,攤牌
tempe,坦佩
dsm,帝斯曼
nodded,點頭
borrowers,借款
potentials,電位
spc,最高人民法院
hklm,香港分流
peacock,孔雀
rollover,過渡
helpers,助手
elapsed,過去了
multifunction,多功能
utmost,最大
academies,院校
declines,下降
thanx,感謝
imitation,模仿
hopeful,希望
harvested,收穫
confronted,面臨
infos,資訊
gre,格雷
lds,LDS
believer,信徒
oahu,瓦胡島
dab,輕拍
shockwave,衝擊波
australians,澳大利亞
bouvet,威
anthrax,炭疽
yates,葉慈
skeletal,骨骼的
tout,兜售
leroy,樂華
unveils,公佈
nifty,漂亮
dems,德姆斯
philanthropy,慈善事業
breakers,斷路器
negatively,負
bpm,載波比
hare,兔子
residences,住宅
beasts,野獸
forwards,前鋒
spinach,菠菜
discard,丟棄
cheeks,臉頰
peanuts,花生
furnishing,提供
touchdown,觸地得分
ged,。.ged
cavalry,騎兵
quorum,法定人數
westlife,西城男孩
eastman,伊士曼
franchising,特許經營
coppermine,銅礦
planar,平面的
tamiflu,達菲
liquidation,清算
iomega,奧米加
fetisch,費蒂施
adequacy,充足
discovers,發現
predecessor,前任
prevalent,普遍
exploits,利用
ecard,電子賀卡
trimmed,修剪
muller,穆勒
ue,UE
plat,平臺
py,。.py
terribly,非常
extractor,提取
svenska,瑞典文
earnest,認真
prostitution,賣淫
kn,扳米
offended,冒犯
bonn,波恩
everytime,每次
vested,歸屬
mosque,清真寺
fudge,蒙混
myocardial,心肌
homme,男士
dukes,公爵
horseback,馬背
clancy,克蘭西
usergroupsusergroups,用戶組使用者組
worcestershire,伍斯特郡
pcg,聚碳酸酯
ferries,渡輪
faqfaq,常見問題
climax,高潮
encompasses,包括
vicki,趙薇
deepthroat,深喉
weave,編織
vor,沃爾
annette,安妮特
callback,回調
abby,艾比
exits,出口
atc,空管
tory,保守黨員
pardon,赦
oder,奧德
conductivity,傳導率
philosophers,哲學家
presumed,推定
skateboarding,滑板
blending,混合
postponed,推遲
sedona,塞多納
danville,丹維爾
speeding,超速
gonzales,岡薩雷斯
creditor,債權人
lexisnexis,律商聯訊
sander,桑德
confederate,同盟
rossi,羅西
oldham,奧爾德姆
appraiser,鑒定
teller,出納員
mandates,任務
helm,掌舵
preserves,保留
quarry,採石場
custodian,保管人
dante,但丁
festive,節日
outback,內地
biopsy,活檢
siena,錫耶納
smp,SMP
pim,皮姆
oceanic,海洋的
peck,啄
hustler,妓男
ingram,英格拉姆
awakenings,覺醒
reiki,靈氣
alla,阿拉
burbank,伯班克
peptides,肽
sediments,沉積物
veil,面紗
rosen,羅森
lange,蘭格
tres,特雷斯
gaussian,高斯
seneca,塞涅卡
insult,侮辱
cured,治癒
separator,分隔符
waived,放棄
buggy,馬車
tensions,緊張
linkages,聯繫
slack,鬆弛
jess,傑西
kennel,狗窩
prescribing,訂明
drilled,鑽
souvenirs,紀念品
pastel,粉彩
differentiate,區分
adr,美國存托憑證
strollers,推車
gin,琴酒
secretion,分泌
recon,偵察
scraps,廢料
globalisation,全球化
schultz,舒爾茨
royals,皇室成員
jays,傑斯
uninsured,未保險的
nottinghamshire,諾丁漢
fileplanet,檔星球
concordia,康考迪亞
borland,博蘭德
gorge,峽谷
liens,留置權
chew,嚼
picasso,畢卡索
apis,蜜蜂屬
susceptibility,感受性
carrot,胡蘿蔔
discriminatory,歧視
bullying,欺負
ambiguous,模糊
caterpillar,毛蟲
teak,柚木
righteousness,義
royale,皇家
scouting,偵察
pedals,踏板
hurley,赫爾利
empower,授權
vines,藤蔓
opaque,不透明
disputed,爭議
headquartered,總部
instinct,本能
mcgill,麥吉爾
saul,掃羅
flaming,熊熊
pilgrim,朝聖者
remington,雷明頓
marian,瑪麗安
travelodge,旅遊旅館
locke,洛克
methane,甲烷
migraine,偏頭痛
omission,省略
sli,斯利
natives,當地人
mio,澪
musik,音樂
prevail,得逞
enum,枚舉
pager,呼叫器
undermine,破壞
diminished,減少
aes,AES
correctness,正確性
snp,SNP
pap,奶頭
capitals,資本
benefited,受益
cages,籠子
lamar,拉瑪律
implication,蘊涵
bitmap,點陣圖
aclu,美國公民自由聯盟
shaker,振動篩
boyle,博伊爾
banjo,班卓琴
jonas,喬納斯
jolla,喬拉
westchester,威徹斯特
densities,密度
rewarded,獎勵
athena,雅典娜
stout,粗壯
nimh,尼姆
campgrounds,營地
saskatoon,薩斯卡通
turnaround,周轉
hanna,漢娜
navigational,導航
deepest,深
husbands,丈夫
climbed,爬
isd,國際教育署
adm,行政管理協定
tive,蒂夫特
corrupted,損壞
fading,衰落
duane,杜安
tional,蒂納爾
stargate,星際之門
relays,繼電器
quilting,絎縫
cen,岑
sba,小精工
sane,理智的
minh,明市
matthias,馬蒂亞斯
colchester,科爾切斯特
fingertips,指尖
sibling,兄弟
weighed,重
oversized,大號
gorilla,大猩猩
rea,雷亞
concierge,看門人
pps,。.pps
nom,名詞
endpoint,端點
gatherings,聚會
roaming,漫遊
ntp,國家稅務總局
vl,VL
endure,忍受
inhibit,抑制
ashamed,羞
ecs,彈性雲伺服器
determinations,測定
screenplay,電影劇本
burberry,巴寶莉
nrs,NRS
cfa,終審法院
persuade,說服
snr,信噪比
dickens,狄更斯
pepsi,百事可樂
rockwell,羅克韋爾
unabridged,未刪節
cheltenham,切爾滕納姆
juniper,杜松
synchronous,同步
dune,沙丘
cursed,詛咒
repetition,重複
labelling,標籤
opp,奧普
homelessness,無家可歸
efficiencies,效率
oversee,監督
tickboxes,複選框
blowout,井噴
isnt,不是
youths,青年
hee,熙
cafeteria,自助餐廳
fielding,菲爾丁
stare,凝視
unlocking,解鎖
heartland,心臟地區
tumble,跌倒
siberian,西伯利亞
outfitters,服裝商
adler,阿德勒
massey,梅西
missy,米西
yosemite,約塞米蒂
opengl,OpenGL
thresholds,閾值
preparatory,準備的
migrants,移民
finely,細
mana,法力
tic,抽搐
dug,挖
cli,命令行介面
meade,米德
tableware,餐具
whitewater,白水
trojans,木馬
embraced,擁抱
robotic,機器人
authenticated,認證
workgroup,工作組
contradiction,矛盾
deficits,赤字
congenital,先天
helium,氦
insanity,精神錯亂
waveform,波形
flair,天賦
clement,克萊門特
wonderfully,極好地
reformed,改革
mississauga,密西沙加
adhesion,附著力
tolerate,容忍
bernie,伯尼
dialysis,透析
lest,以免
applegate,蘋果門
aisle,過道
filmed,拍攝
summarizes,總結
noticeable,明顯
punt,踢
crypto,加密
multiplication,乘法
smoker,吸煙者
altering,改變
evidently,分明
limbs,四肢
blur,模糊
tanned,鞣
fabricated,捏造
hypotheses,假設
benign,良性
sludge,污泥
dunno,鄧諾
unforgettable,難忘
aesthetics,美學
afforded,給予
carole,卡洛
staten,史坦頓
schwarzenegger,施瓦辛格
bunker,掩體
paved,鋪
heavyweight,重量級
christensen,克裡斯滕森
lps,有限合夥人
cette,塞特
cruelty,殘酷
pasture,牧場
cucumber,黃瓜
richest,富有
zach,紮克
gpo,GPO
relativity,相對論
econo,經濟
occurrences,事件
plugged,插入
souvenir,紀念品
minimizing,最小化
rituals,儀式
pdp,PDP
scalability,可擴展性
tyson,泰森
neighbouring,鄰近
genuinely,真正
embl,恩布勒
creatine,肌酸
anders,安德斯
mojo,魔咒
shapiro,夏皮羅
dq,DQ
scots,低地蘇格蘭語
marshal,元帥
comptroller,主計長
mormon,摩門教徒
phantomnode,幻影節點
mifflin,米夫林
uncensored,未經審查
dime,毛
periodical,期刊
seize,抓住
polarization,極化
moe,教育部
spawn,產卵
stony,石
dungeons,地牢
effluent,污水
smes,中小企業
tori,托裡
sailors,水手
pq,PQ
decisive,毅
flavour,味道
epoxy,環氧的
annals,史冊
sadness,悲傷
storytelling,故事
blanks,空白
watercolor,水彩
losers,失敗者
punta,蓬
shelving,擱置
ub,冉冉
bombings,爆炸
trainees,學員
fayette,費耶特
infousa,美國資訊網
xu,徐
dusk,黃昏
equities,股票
witches,女巫
prompts,提示
possessions,財產
accomplishment,成就
onwards,向前
cautious,謹慎
crypt,地穴
crashing,崩潰
customary,習慣
vertically,垂直
scrolling,滾動
fuckin,他媽的
barred,禁止
mobil,美孚
urging,敦促
feeders,饋線
bogus,偽
carp,鯉魚
nouveau,新貴
counterpart,對方
jboss,傑博斯
aniston,安妮斯頓
charlottesville,夏洛茨維爾
skinner,斯金納
faded,褪色
passions,激情
ionamin,離子胺
whores,妓女
gemstones,寶石
tying,綁
diode,二極體
magician,魔術師
puff,吹
secretly,偷偷
johan,Johan
aloe,蘆薈
underlined,強調
flavored,味
groceries,雜貨
lent,大齋期
fam,家庭
kaufman,考夫曼
viewpoints,觀點
melted,融化
extremes,極端
motto,座右銘
bmi,暴模指數
obsessed,癡迷
nel,內爾
buckinghamshire,白金漢郡
medford,梅德福
galileo,伽利略
bloomfield,布盧姆菲爾德
utensils,用具
exim,進出口銀行
indulgence,嗜好
lund,隆德
nightclub,夜總會
conservatory,溫室
dealings,交易
craftsman,工匠
staple,訂書釘
irritation,刺激
alton,奧爾頓
ramblings,隨筆
bananas,香蕉
adherence,忠誠
optionally,選擇
rulers,統治者
golfing,高爾夫
eis,EIS
pathetic,可憐
phillies,費城人
handlers,處理器
claw,爪
appalachian,阿巴拉契亞
collisions,碰撞
elisabeth,伊莉莎白
singled,單挑
geophysical,地球物理
janis,詹妮斯
centric,中心的
fictional,虛構
rubin,魯賓
militia,義勇軍
defended,辯護
grille,格子窗
pushes,推
kittens,貓
repertoire,劇碼
flagship,旗艦
mla,MLA
scarves,圍巾
wand,魔杖
deter,阻止
tyre,輪胎
rinse,沖洗
bouncing,彈跳
furry,毛茸茸
mcsg,微微
cavalier,騎士
cubes,立方體
taco,塔科
outfits,服裝
transcribed,轉錄
topeka,托皮卡
ish,伊什
openoffice,開放式辦公室
bugzilla,布吉拉
emeritus,名譽
respectfully,恭敬地
charlton,查爾頓
humboldt,洪堡
ulster,阿爾斯特
alain,阿蘭
linus,萊納斯
illegally,不法地
patagonia,巴塔哥尼亞
berries,漿果
weld,焊接
tides,潮汐
tailed,尾
chu,楚
excl,不包括
dispensing,配藥
bx,BX
explode,爆炸
macroeconomic,宏觀經濟
mummy,媽媽
puppets,木偶
autodesk,歐特克
writ,令狀
punjab,旁遮普
venom,毒液
adaptec,適應
happier,快樂
arr,到達
typo,錯字
gundam,高達高達
immersion,浸入
toulouse,圖盧茲
tapping,割膠
jn,JN
escapes,逃脫
voyer,沃伊爾
merchantability,適銷性
hostname,主機名
suction,吸力
speciality,專業
heroic,英雄
cries,哭
brighter,光明
warranted,必要
sanity,理智
catcher,捕手
cpp,。.cpp
damp,潮濕
motivate,激勵
retreats,撤退
inverter,逆變器
abi,阿比
ruined,毀
winged,翅
correcting,糾正
ether,醚
formulate,制定
shattered,粉碎
stacked,堆疊
rumble,隆隆
haynes,海恩斯
fullerton,富勒頓
siyabona,錫亞博納
assessor,估稅員
attacker,攻擊者
mackay,麥凱
crusade,十字軍
bridgeport,布裡奇波特
anomalies,異常
dz,DZ
odessa,敖德薩
belonged,屬於
homogeneous,同質
assigns,分配
sheds,棚
jdbc,京東
ancillary,輔助
sofas,沙發
cushions,墊子
spheres,領域
pathfinder,探路者
lore,博學
bonsai,盆景
amarillo,阿馬里洛
defenders,後衛
blockbuster,大片
croydon,克羅伊登
fern,蕨類植物
convection,對流
croix,克羅伊
pointless,毫無意義
windshield,擋風玻璃
tomtom,湯姆湯姆
pixmania,圖元狂熱
debugger,調試器
humphrey,漢弗萊
spf,防曬係數
boing,波音
quan,泉
arguably,可以
eventual,最終
vox,沃克斯
rosie,羅西
whipped,鞭打
dinners,晚餐
gyms,健身房
selfish,自私
neville,內維爾
midget,侏儒
elisa,艾莉莎
electives,選修課
mitigate,減輕
inhalation,吸入
experimentation,實驗
terre,漁村
boiled,煮
genealogical,家譜
techs,技術人員
shelton,謝爾頓
faucet,龍頭
saltwater,鹽水
factoring,保理
jamestown,詹姆斯敦
alibris,阿裡布裡斯
bitpipe,比特管
nach,納赫
commissioning,交付使用
walkman,隨身聽
endeavour,努力
expectancy,期望
mona,蒙納
anemia,貧血
proclaimed,宣佈
mmf,毫米波
neighbour,鄰居
coincidence,巧合
arid,乾旱
cid,希德
nuevo,新
natasha,娜塔莎
haute,高級
reits,房地產投資信託基金
raspberry,樹莓
savanna,稀樹草原
unfamiliar,陌生
crn,CRN
idiots,白癡
roswell,羅斯威爾
herring,鯡魚
deterioration,惡化
cpi,消費物價指數
muddy,泥濘
nis,新近一個獨立國家
wacky,古怪
travestis,特拉維斯蒂斯
hitchcock,區柯克
biting,刺骨
sgml,SGML
coe,科伊
illusions,幻想
cancellations,取消
yielded,產生
spun,紡
marcia,瑪西婭
latent,潛在
ric,裡克
fac,外交事務委員會
asean,東盟
airsoft,氣槍
casper,卡斯帕
enumeration,列舉
drowning,溺水
accesses,訪問
permissible,允許
nudists,裸體主義者
jive,搖擺
bullshit,胡說八道
shalt,沙爾特
keeling,基林
siam,暹羅
nuisance,討厭的人
suche,蘇切
spikes,尖峰
libstdc,利布斯特德克
proliant,普羅利安特
bontril,邦曲爾
paging,尋呼
curricular,課程
sparrow,麻雀
loch,湖
takeover,收購
confess,承認
xpress,快訊
datasets,數據
brotherhood,兄弟
chaotic,混沌
figs,無花果
sulphur,硫
nicotine,煙鹼
downtime,停機時間
commanding,指揮
sinking,下沉
comeback,複出
browne,布朗
balm,香油
webdesign,網頁設計
chit,閒聊
poorest,貧窮
hector,赫克托
nephew,侄子
upto,最多
milling,制粉
lolitas,洛麗塔
joaquin,華金
wicker,柳條
